,productName,productPrice(INR),productDesc,productImg,productBuyLink
30,HERE&NOW,875,Men Textured Formal Loafers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26819106/2024/1/7/0a40bccb-74c0-4f40-9092-b7811c8d1cd71704633583438HERENOWMenTexturedFormalLoafers1.jpg",https://myntra.com/formal-shoes/here%26now/herenow-men-textured-formal-loafers/26819106/buy
3,El Paso,799,Women Sneakers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17692598/2022/6/23/1c86bb76-ad56-4958-a90d-897e402120081655974319079ElPasoWomenBlackSolidLightweightSneakers1.jpg",https://myntra.com/casual-shoes/el+paso/el-paso-women-black-solid-lightweight-sneakers/17692598/buy
10,Provogue,773,Men Black Solid Formal Debys,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15778982/2021/10/25/705a529a-97a1-4b60-bdf2-64bab0d151031635184404737ProvogueMenBlackSolidFormalDebys1.jpg",https://myntra.com/formal-shoes/provogue/provogue-men-black-solid-formal-debys/15778982/buy
18,HERE&NOW,747,Men Formal Penny Loafers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25065758/2023/9/21/799a2bd3-f5ff-46f9-9442-dcb5755001431695272354921HERENOWMenFormalLoafers1.jpg",https://myntra.com/formal-shoes/here%26now/herenow-men-black-formal-penny-loafers/25065758/buy
31,Campus,703,Women Running Shoes,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16521404/2021/12/15/ef71a18b-ee7e-4f5e-b7f3-4851cdf867541639556208287CampusWomenBlack1.jpg",https://myntra.com/sports-shoes/campus/campus-women-black-mesh-running-shoes/16521404/buy
43,Shoetopia,699,Woven Design Wedge Heel Mules,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21948902/2023/3/20/8a172135-63e8-4704-a106-8c97a11eb1b21679311326283-Shoetopia-Woven-Design-Open-Toe-Wedge-Heel-Mules-89216793113-1.jpg",https://myntra.com/heels/shoetopia/shoetopia-woven-design-open-toe-wedge-heel-mules/21948902/buy
46,Duke,699,Men Lace-Up Running Shoes,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22803808/2023/4/18/28f1df2f-47d9-4051-a311-f3d99be851751681764700846SportsShoes1.jpg",https://myntra.com/sports-shoes/duke/duke-men-textile-lace-up-running-shoes/22803808/buy
25,Killer,674,Men Woven Design Slip-On Sneakers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17990342/2022/4/22/9b07013a-6b53-4e96-99c5-5768885840081650619111596KillerMenBlackWovenDesignSlip-OnSneakers7.jpg",https://myntra.com/casual-shoes/killer/killer-men-black-woven-design-slip-on-sneakers/17990342/buy
48,Roadster,637,Men Mesh Walking Shoes,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22482216/2023/3/23/d01842f7-ad76-4f4c-8be2-dd676638fe5a1679590607359SPORTSSHOES1.jpg",https://myntra.com/sports-shoes/roadster/roadster-men-mesh-marking-walking-shoes/22482216/buy
33,HIGHLANDER,597,Men Sneakers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11097174/2021/2/17/590f6671-a8de-4b11-96a9-61bdd8b846b51613525195280HIGHLANDERMenBlackSneakers1.jpg",https://myntra.com/casual-shoes/highlander/highlander-men-black-sneakers/11097174/buy
14,HIGHLANDER,597,Men Solid Sneakers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11986134/2021/8/5/f6cb26f0-3fd8-488d-b006-61de52dfed001628146070425HIGHLANDERMenBlackSolidSneakers1.jpg",https://myntra.com/casual-shoes/highlander/highlander-men-pu-lace-up-sneakers/11986134/buy
